1493774080357850300,-924046094,-924012389,1205453
1493774080503881000,-924124401,-924088736,1308598
1493774080641046800,-923994120,-924019346,1246304
1493774080782517600,-924027780,-924032611,1233653
1493774080920314000,-924019499,-923993718,1256290
1493774081120319700,-924000674,-923812160,1402208
1493774081270698600,-923915644,-923927549,1330241
1493774081420682800,-923844182,-923884874,1359717
1493774081568421900,-923955594,-923961549,1303998
1493774081727364300,-923971327,-923965058,1301172
1493774081898017200,-923904754,-923922739,1372011
1493774082067081200,-923919960,-923822848,1351611
1493774082227056600,-923927270,-923934464,1338927
1493774082376545800,-923966345,-923950347,1293009
1493774082992644500,-924039383,-923990792,1287499
1493774083140503400,-924013561,-923985415,1258141
1493774083299138400,-923996551,-923972798,1392334
1493774083658254100,-923936138,-923885892,1269614
1493774083814830900,-923907571,-923867794,1375022
1493774083974057400,-923834011,-923874390,1367138
1493774084156647000,-924049880,-923953336,1302766
1493774084299753000,-924033954,-924017810,1198053
1493774084470673500,-924003329,-923981380,1471069
1493774084719116800,-923905360,-923941328,1573812
1493774084949392200,-923916142,-923955147,1357953
1493774085109371700,-924006533,-923994761,1285015
1493774085331128600,-923921438,-923851300,1852581
1493774085716524600,-923860536,-923845121,3213338
1493774086060302300,-924025504,-923644577,2493976
1493774086655047300,-923886610,-923337762,4181049
1493774087722425800,-924306649,-920214107,7983886
1493774087864762000,-924013216,-923997479,1294004
1493774088005174000,-923958524,-923903774,1280965
1493774088145273600,-923854821,-923865645,1177848
1493774088282358900,-923851039,-923848121,1237399
1493774088479464600,-924035973,-924534217,1821019
1493774088630873000,-924044052,-924001254,1314665
1493774088768190700,-923861914,-923895200,1236946
1493774088919508500,-924059215,-924019240,1349040
1493774089061028900,-923861643,-923868373,1261455
1493774089208799600,-923886499,-923921212,1312635
1493774089374926600,-923896471,-923886032,1411007
1493774089537129200,-923803688,-923819604,1410193
1493774089715327500,-923911557,-923895496,1417461
1493774089912464300,-923946491,-923922524,1292394
1493774090053821000,-923920806,-923937876,1256642
1493774090200832500,-923964225,-923969795,1280296
1493774090344901600,-923873366,-923893981,1222818
1493774090502417400,-924050670,-924015368,1299774
1493774090646243500,-924023576,-924000992,1270890
1493774090790999500,-924014021,-924008615,1269759
1493774090939653200,-924027084,-924021834,1334502
1493774091076607600,-924007997,-924004293,1220443
1493774091263712300,-924024332,-924007696,1260087
1493774091409830900,-924045307,-924016444,1273951
1493774091542990100,-924019264,-923998914,1215517
1493774091681150300,-923993566,-923977527,1227276
1493774091829069900,-924025099,-923996355,1267741
1493774091970808000,-923978764,-923982721,1199878
1493774092150547500,-923967197,-923967411,1255120
1493774092290984100,-924004545,-923975320,1270162
1493774092456310100,-923935457,-923946317,1422958
1493774092621999500,-923878470,-923888652,1381717
1493774092770238500,-923951722,-923974536,1293495
1493774092914515800,-923943158,-923937834,1289551
1493774093056743200,-924005900,-923984131,1250353
1493774093194470700,-924025534,-923996646,1252402
1493774093585460000,-923916071,-923925838,1316208
1493774093738813600,-923977323,-923977445,1286511
1493774093885928600,-923904965,-923906803,1357807
1493774094080527900,-923891320,-923910968,1247146
1493774094237247200,-923908402,-923902688,1268974
1493774094371353200,-924007373,-923950017,1253971
1493774094524577100,-923936006,-923936542,1336795
1493774094705402100,-924032679,-924045599,1271949
1493774094911313100,-924033631,-924007408,1250213
1493774095054869100,-924035405,-924055613,1259748
1493774095240711000,-924076091,-924047972,1270339
1493774095369858400,-924046910,-924035498,1179562
1493774095515759400,-924083118,-924080374,1251021
1493774095714027300,-924098491,-924065464,1248857
1493774095861566300,-924072030,-924043024,1278856
1493774096006260700,-924074833,-924052184,1279148
1493774096193393400,-924051249,-924031391,1279142
1493774096351275000,-924099216,-924024677,1291192
1493774096534946700,-923937521,-923964246,1411316
1493774096694481500,-923891874,-923965277,1390031
1493774096838583500,-924163692,-924143515,1267555
1493774097005842400,-924023171,-924027566,1288027
1493774097174810400,-923981599,-923981232,1274612
1493774097310657500,-924050930,-924019652,1228683
1493774097544780500,-923990101,-923970246,1491414
1493774097698916300,-924079391,-924077083,1330597
1493774097839872600,-924018130,-924009401,1242375
1493774098021008000,-923922564,-923969726,1246512
1493774098194108100,-923953159,-923985888,1289500
1493774098348115000,-923912380,-923919249,1324658
1493774098512427800,-923959391,-923943062,1344179
1493774098668457000,-924006233,-924002658,1352907
1493774098851430400,-924007614,-924005039,1239148
1493774099000932700,-924077565,-924056333,1274246
1493774099154126600,-924027720,-924055971,1257532
1493774099343264000,-924023049,-924007387,1261212
1493774099499216400,-923964742,-923957344,1278046
1493774099955544600,-923909696,-923904116,1350213
1493774100115800800,-923910956,-923948001,1225644
1493774100263658100,-923910121,-923897473,1257491
1493774100405511500,-923956331,-923949669,1282519
1493774100562871300,-924010314,-924013824,1276707
1493774100763866000,-924006875,-923945068,1301141
1493774100911497100,-924053302,-924050764,1272586
1493774101050892500,-923995005,-923978433,1269711
1493774101200898600,-923975486,-923976930,1258422
1493774101351129200,-924061982,-924036151,1265905
1493774101497038400,-924048503,-924061037,1278719
1493774101719823000,-924045382,-923349713,2003172
1493774101876594800,-923994478,-923981769,1358340
1493774102016845500,-924004060,-923965017,1270192
1493774102179442200,-924047534,-924078668,1408032
1493774102358852000,-924021918,-923980722,1218402
1493774102511538500,-923892060,-923907377,1313955
1493774102683587300,-923978136,-923965159,1375328
1493774102830479700,-924054150,-924036734,1301061
1493774102982477300,-924036203,-924007824,1293698
1493774103139251700,-923935465,-923971448,1417092
1493774103302496600,-924023675,-923979347,1395010
1493774103503651100,-923954890,-923928657,1419806
1493774103639385300,-923981862,-923964058,1241871
1493774103779312900,-924029288,-924004264,1239444
1493774103959600900,-924029359,-923954806,1223469
1493774104097981000,-923963201,-923966933,1276937
1493774104266284800,-923968264,-923965456,1267613
1493774104427670400,-923986517,-923954353,1302783
1493774104574648200,-923878908,-923907632,1258388
1493774104714116800,-923895363,-923932903,1244026
1493774104858187100,-924059834,-924040919,1278370
1493774104998202500,-924029588,-924017981,1229073
1493774105136266600,-924060703,-924051021,1181604
1493774105325675700,-924116932,-924052321,1281993
1493774105471332400,-923966135,-923994583,1222176
1493774105626270000,-923980816,-923976804,1351309
1493774105791559100,-924077910,-924027028,1362454
1493774105954423400,-924062858,-924074829,1385089
1493774106094003700,-924155427,-924092448,1255453
1493774106240835800,-924123067,-924113316,1223238
1493774106374009400,-923994949,-924004344,1166388
1493774106513647900,-923833109,-923876096,1266852
1493774106671132100,-923948986,-923948272,1342054
1493774106866098800,-923951054,-923945654,1312234
1493774107235551200,-924024671,-924011613,1261109
1493774107679228100,-923977901,-923959889,1325465
1493774107866706000,-924016215,-923995404,1264209
1493774108050041100,-924019085,-924004396,1176242
1493774108287829400,-924031363,-924024230,1197758
1493774110042818700,-924031487,-924409284,1703249
1493774111283653400,-923947970,-923967900,1436507
1493774111515359500,-923866175,-923938623,1275164
1493774111900866400,-923979685,-924044370,1485505
1493774112061759300,-923954561,-923971483,1182599
1493774112668174100,-923958238,-920805045,4976864
1493774113161153100,-923963252,-923914347,1594512
1493774113318020700,-923993202,-923986878,1283525
1493774113480616500,-923940153,-923948351,1322160
1493774113643697700,-924030177,-924000887,1334325
1493774113928925600,-923892268,-923950436,1490040
1493774114085299700,-923941668,-923968225,1197404
1493774114268735700,-923883052,-923862771,1482978
1493774114497513400,-923768618,-923826240,1407353
1493774114679933800,-924102257,-924056833,1325477
1493774114835665300,-924043451,-924022461,1361523
1493774115064925400,-924024365,-924017031,1199386
1493774115231910900,-924106182,-924091421,1317255
1493774115409210900,-924066885,-924062816,1302022
1493774115559804900,-923921666,-923935802,1261967
1493774115773369000,-923973127,-923965462,1444923
1493774115938883000,-923955640,-923951653,1319203
1493774116087796600,-923963225,-924014579,1215259
1493774116251154900,-923902159,-923907151,1333857
1493774116451588400,-923935365,-923543539,1768034
1493774116611561300,-923972442,-923927048,1366462
1493774116788917600,-924002093,-924033880,1363001
1493774117073234100,-924009635,-923985302,1222171
1493774117220557200,-924000981,-924024898,1260475
1493774117391276600,-923981759,-923840390,1457255
1493774117545390200,-923986920,-923962694,1285355
1493774117744633500,-923979400,-924207799,1594531
1493774118015143300,-923978886,-924216594,1647194
1493774118183013900,-923849599,-923856745,1389301
1493774118367528500,-923875710,-923865104,1523033
1493774118549212400,-923909513,-923899627,1435513
1493774118794028100,-923881354,-923913973,1471052
1493774118937927300,-924014384,-923957179,1241542
1493774119147527900,-923966066,-923926423,1319402
1493774119305554000,-923995163,-924004709,1247169
1493774119500016100,-923916956,-923885748,1430478
1493774119665453800,-924031898,-924010631,1324527
1493774119833229200,-923972988,-924013013,1402918
1493774119973328300,-923977685,-923949518,1207538
1493774120213735600,-923970027,-923844230,1471470
1493774121054115700,-924064783,-924070883,1257308
1493774121201036100,-924062058,-924032808,1235731
1493774121393987000,-924070846,-924036381,1265204
1493774121546199800,-924017500,-924002859,1221215
1493774121687326500,-923874740,-923928744,1237517
1493774121846850700,-923927767,-923878705,1354292
1493774122003517500,-923900390,-923900497,1222355
1493774122158569100,-923807309,-923889274,1219710
1493774122338447800,-923869191,-923897335,1369015
1493774122586488000,-923950575,-923951005,1332584
1493774122761840400,-923876598,-923742604,1486371
1493774122933329100,-923913974,-923919516,1347432
1493774123113841700,-924052984,-924031458,1226764
1493774123283000200,-923833064,-923821251,1207529
1493774123437147400,-924009366,-923997020,1311357
1493774123658322600,-923908619,-924014214,1369260
1493774123802170900,-924017593,-924018837,1229341
1493774123942164500,-924018946,-923987584,1204411
1493774124097104900,-924019984,-924023878,1246682
1493774124267344000,-923873525,-923863026,1386466
1493774124453419900,-923941167,-923956983,1456137
1493774124630485500,-924017352,-923965071,1462483
1493774124844736000,-923861406,-923440728,1824999
1493774125019858900,-924016962,-923982403,1347288
1493774125172865200,-923876098,-923894226,1317197
1493774125385913600,-923839231,-923888892,1545661
1493774125555756500,-923986476,-923981544,1289312
1493774125740470200,-924079074,-924051993,1311089
1493774125902762700,-924012126,-923997432,1251585
1493774126224064100,-924007676,-923966949,1351557
1493774126427885500,-924017647,-923989325,1293927
1493774126594784700,-923949328,-923954872,1375586
1493774126786784800,-923873436,-923824161,1544523
1493774126990625100,-923900453,-923971288,1305877
1493774127140940300,-923997442,-923955512,1250084
1493774127293013000,-923975590,-923984052,1261857
1493774127567283800,-923881474,-923992130,1347478
1493774127727697700,-923961794,-923951074,1333882
1493774127910485900,-923962645,-923945362,1292346
1493774128095770700,-924052082,-923982980,1240320
1493774128251208700,-924023943,-923948799,1377682
1493774128418392000,-923899912,-923910269,1269142
1493774128559247400,-924011142,-923980112,1268155
1493774128761917200,-923973249,-923947930,1337790
1493774128937228900,-923897826,-923861278,1368878
1493774129106527400,-923862377,-923880075,1275937
1493774129255462700,-923842563,-923876787,1300213
1493774129399857000,-923896274,-923939495,1244945
1493774129564885400,-924018366,-924033266,1340492
1493774129728320900,-924040420,-924043168,1357941
1493774129907999600,-923975849,-923969885,1262986
1493774130148374400,-924020915,-923981338,1516293
1493774130659865900,-924009882,-923914301,1464353
1493774130829105200,-924011808,-923948695,1297163
1493774130982873100,-924009335,-923991319,1224721
1493774131125456100,-924036261,-924055659,1281874
1493774131266356200,-923990837,-923988491,1254411
1493774131459376500,-924063997,-924028605,1273120
